cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,stars,year,month,weekday,hour,comment_len,anger,disgust,fear,sadness,joy,total_emotion_words,coverage,valence,label,dominant_emotion,unique_total_emotion_words,unique_coverage,polarity,unique_count_anger,unique_count_disgust,unique_count_fear,unique_count_sadness,unique_count_joy
咿哟咿哟,2016-07-14 17:02:00,sml-str10,原本 想 试一试 这家 的 凤凰 奶糊 的 一问 没有 就 点 了 菠萝 冰 只能 说 不 太 好吃 菠萝 有点 不 新鲜 而且 份量 又 小 又 贵 隔 了 两天 我 又 来 想点 奶糊 又 被 告知 没有 我 忍不住 问 不 出奶 糊 了 吗 那 服务生 拽 的 不得了 的 说 没空 做 以后 也 不会 去 了 糖水 店多 着 去 这 服务态度 给钱 请 都 不 去,一般,差,差,520004,1.0,2016,7,3,17,186,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
广州牛蹲大学兽医系,2016-06-25 20:04:00,sml-str10,夜晚 就 会 有 好多 人 排队 作为 经常 去 中图 踩 场 的 老广 忍不住 要 试试 最 保险 要 了 元 的 双皮奶 还是 只有 冷 的 没有 热 没有 姜埋奶 全部 甜品 都 是 现成 的 双皮奶 非常 难吃 绝对 是 冲 调品 跟 小食店 现成 的 双皮奶 一样 隔壁 两个 外地 女孩 的 椰汁 西米露 也 说 一般 想不到 老字号 这样 被 市场化 搞 到 面目全非 只是 剩下 位置 吸引 眼球 年 创始 令人 伤心,差,一般,一般,520004,1.0,2016,6,5,20,222,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
Belicoch,2016-05-04 00:07:00,sml-str20,唉 我 真的 不太想 认真 写 这篇 点评 啊 百花 甜品 让 我 知道 原来 不是 所以 的 老字号 都 好吃 地址 始于 的 老字号 百花 甜品 位于 文明 路上 走 到 一个 十字路口 看着 招牌 最大 人 最 多 的 那家 就是 了 环境 你 看 人 这么 多 拼桌 当然 是 毋庸置疑 的 了 人家 吃 完 的 很 久 都 没人收 还 得 自己 收到 一边 桌上 有 抹布 自己 擦 桌子 真不知道 服务员 除了 收钱 还要 干嘛 菜品 我们 点 了 冬 三宝 西米露 和 双皮奶 吃 完 和 小伙伴 一致 的 结论 是 真不知道 这么 多人 都 在 吃些 什么 冬 三宝 隔 了 太久 已经 不太 记得 内容 好像 是 红 豆沙 为主 加入 了 西米 绿豆 薏仁 和芋 圆 吧 看起来 很 营养 但是 实在 是 太 甜太甜 椰汁 西米露 跟 路边 廉价 奶茶 店 的 没什么 两样 而且 很甜 双皮奶 点 这个 是因为 之前 在 南信 吃 到 了 爆 好吃 的 双皮奶 想 说 万一 广州 所有 的 双皮奶 都 这么 好吃 呢 于是 没有 对比 还 真是 不 知道 啊 这个 双皮奶 用 小伙伴 的话 说 跟 蒸 蛋白 没有 区别 总之 这 三样 基本上 是 怎么 端上来 怎么 收下去 唉 伤心,一般,一般,一般,520004,2.0,2016,5,2,0,486,0.0,0.09090909090909091,0.0,0.36363636363636365,0.5454545454545454,11,1,0.09090909090909083,positive,joy,11,1,positive,0,1,0,4,6
ho草草草草草,2016-04-10 01:28:00,sml-str10,买 十碗 送 一碗 但 真的 越做越 差 所有人 都 几乎 只 吃 了 一两口 就 不吃 了 就是 老字号 的 招牌 撑 着 玫瑰 甜品 还 比较 好吃,差,好,好,520004,1.0,2016,4,6,1,51,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
samandal,2016-04-02 21:21:00,sml-str20,总结 一句 盛名之下 其实难副 读书 果阵 都 无甘 出名 的 附近 几家 甜品店 人流 都 差 唔 多点 知 宜家 呢 间 野越 开越 大 俾 公众 号 炒热 晒 咯 最 近几个月 经过 几次 都 排晒 长龙 夸到 今日 人少 就 试下 啦 唉 无 服务 环境 麻麻 同台 的 小妹妹 系 跟 住 公众 号 去 吃 的 咯 一条 队 落单 一条 队罗 甜品 埋 完 单排 紧 另 一条 队有 条友系 隔离 排住 队煲 烟臭 死 本来 就 印象 差点 知埋 完单 直接 冲过来 插队 话 架车 系 隔离 停住 要 赶住 走 喔 个 罗 甜品 的 阿姨 就 直接 帮距 插队 一 都 无 问过 我 地 呢 老实 规矩 排队 既人 既 意见 咯巴之闭 的 铺 头 咯 黑口 黑面 吃 距野 好像 无 俾 钱 甘窿 晒面 丢 巴之闭 至于 味道 更系 一般般 咯 双皮奶 唔 滑 又 甜 一 都 唔 香个 凤凰 奶糊西米 也 不 好吃 同 顺德 果边 的 差太远 只能 说 不会 再 去 吃 重申 盛名之下 其实难副,一般,一般,差,520004,2.0,2016,4,5,21,403,0.0,0.0,0.0,0.2857142857142857,0.7142857142857143,7,1,0.4285714285714286,positive,joy,7,1,positive,0,0,0,2,5
深海翱翔,2016-03-29 21:12:00,sml-str20,不 适应 哦 这 就是 大家 都 喜欢 的 糖水 么 太甜 哈哈 我 和 朋友 都 受不了,一般,一般,一般,520004,2.0,2016,3,1,21,32,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
Lila方,2016-02-24 10:20:00,sml-str20,听 了 某人 介绍 从 广州 塔 搭 了 半小时 车 跑 开 的 路痴 的 我 兜兜 转转 才 找到 开始 看到 一种 历史悠久 的 感觉 伸出 手指 一 算 原来 就 年 好 吧 人 挺 多 的 菜单 也 五花八门 吃 了 他 介绍 的 绿豆沙 加 芝麻糊 就是 绿豆沙 的 味道 炖奶 真的 不 好吃 好 吗 有种 不 知道 的 味道 很 奇怪 慕名而来 的 不要 期待 太高,一般,好,好,520004,2.0,2016,2,2,10,205,0.0,0.25,0.0,0.0,0.75,4,1,0.5,positive,joy,4,1,positive,0,1,0,0,3
mmforever,2016-01-22 22:57:00,sml-str20,以前 吃 觉得 很 不错 选择 很 丰富 这次 去 觉得 好 甜 而且 双皮奶 的 奶味 也 不 浓郁 而且 感觉 有胶 添加 在 里面 像 果冻 比起 澳门 的 义顺 双皮奶 要 差 好多 呃 下次 应该 不 回来 吃 咯,一般,一般,一般,520004,2.0,2016,1,4,22,81,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
一只山楂,2016-01-19 19:56:00,sml-str10,双皮奶 从 黄沙 跑 来 专门 为了 吃 一次 双皮奶 却 没有 达到 我 的 期待 蛋味 比较 重 同行 的 广东 同学 说 味道 还 不如 中 大门口 三块 一碗 的 糖水 挺 失望 的 窝 蛋奶 西米 太 甜甜 到 腻 龟苓膏 偏苦 一般 人 需要 加糖 巧克力 奶糊 简直 就是 阿华田 加水 凤凰 奶糊 鸡蛋 好 难吃 红豆汤 圆 想要 芋圆 给 了 汤圆 红豆 很 奇怪 总体 太甜 总体 很 难吃 太甜 完全 不 值得 过来 吃,差,差,差,520004,1.0,2016,1,1,19,233,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,6,1,0.3333333333333333,positive,joy,6,1,positive,0,1,0,1,4
东山大少KL,2016-01-09 19:40:00,sml-str10,如果 你 是 一名 喜愛 甜食 人士 請遠離 百花 何解 請容 我 娓娓 道 來 真 係 冇 下次 本次 光顧 純粹 因為 懷念 好多年 前 家住 文明 路 偶爾會 光顧 百花 但 只 吃 一款 稍 的 糖水 眉豆 花生 但作 為 舊 街坊 很多 人 都 會 知道 百花 糖水 出品 最大 問題 就是 太甜店 員 製 作 糖水 從來 不會 注重 糖 的 份量 可能 由 於 每次 都 是 一大 鍋煮 的關 係 吧 所以 這裡 的 糖水 甜湯 都 超甜 因此 筆者 建議 切忌 熱食 百花 的紅 豆沙 眉豆 花生 等 特別 偏愛甜 而 無 上限 人士 除外 這次 吐 槽 主要 在 於 服務下 單時候 已 說 明要 凍 的 眉豆 花生 店員 搞 錯 成熱 的 之後筆者 要求 更正 店員 回應 打單 出來 後 不能 改 不能 退真 係 喇 食品 味道 本身 已經 差評 本人 就 吃 完面頭 的 花生 就 不吃 了 服務 從 本人 以上 經歷 已 說明 無 服務 可言 最 後 一次 光顧 環顧 周圍 光顧 的 都 是 外來 人士 唉 看來 百花 還是 可以 繼續 火 一陣子 算了 但 希望 能 看到 此點評 的 人 三思 後 試切記 本人 是 不會 再 來 的 了 哪怕 再路過,差,差,差,520004,1.0,2016,1,5,19,474,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
没事就闹,2016-01-08 21:30:00,sml-str20,真心 不 推荐 百花 后来 去 了 南信 觉得 比 百花 好 很多 倍 根本 就 不是 一个 级别 的 百花 点 了 杏仁 奶糊热 的 味道 一般 太甜量 也 不 多 西米露 冰淇淋 球冷 的 也 不 好吃 我 看 别人 点 的 东西 看起来 也 不 咋 地 周围 的 人 吃 的 时候 也 嘀嘀咕咕 的 说 一般 座位 很少 很 拥挤 反正 是 家 的 店,一般,好,好,520004,2.0,2016,1,4,21,195,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
Ftr,2016-01-01 18:14:00,sml-str20,这家 店 真的 很红 以前 在 点评 已经 见过 有人 推荐 现在 在 微博 都 看到 有人 推荐 以前 路过 都 没有 想 进去 现在 反而 是 专程 过来 吃 的 下午 来到 在 收银台 的 队伍 已经 排 到 马路 了 不得不 说 收银 柜台 上面 的 菜单 看得 我 眼花缭乱 而且 那句 本店 不 售卖 顾客 凭空想象 的 甜品 真的 给 我 很大 压力 本来 想 好 的 东西 一走 到 收银台 就 想不起来 了 不过 想不起来 也 没关系 因为 菜单 上 的 东西 不 一样 有 货 最后 随便 了 点 了 两个 然后 给钱 之后 拿到 小 纸条 去 旁边 等 着 出品 其实 所有 东西 都 是 现成 做好 的 全都 在 加热 的 柜子 里面 有点像 在 饭堂 打饭 把 单 交给 服务员 她 打开 两三个 盖子 然后 装在 一起 就行了 我点 了 木瓜 雪耳 椰汁 和 海带 西米露 大概 是 这 两个 的 味道 一般 但 两样 加 起来 都 元 真心 不 便宜 啊 而且 店 里面 实在 太小 了 各种 坐得 不 安心 冬天 穿 的 衣服 多人 又 多 很 怕 服务员 把 甜品 倒 到 自己 身上 如果 下次 过来 可能 选个 早 一点 的 时间,好,一般,一般,520004,2.0,2016,1,4,18,439,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
MiKi貓貓,2015-12-25 11:10:00,sml-str20,这家 老字号 的 店 春夏秋冬 都 那么 多人来 这里 喝 糖水 的 很久以前 也 来 过 这里 吃 最 喜欢 的 就是 香芋 绿豆沙 绿豆沙 口感 很绵 香芋 也 很 粉 这个 意想不到 的 组合 真的 很 不错 过 了 一年 左右 再次 回来 吃 却 让 人 有点 失望 这次 我 没有 吃 绿豆沙 而且 由于 是 晚上 去 吃 的 可以 选择 的 品种 也 不 多 但 人流 依然 很旺 这次 吃 了 椰汁 西米露 香芋 椰汁 红豆 西米 牛奶 窝 蛋 我 觉得 冷 的 都 不 好吃 而且 糖水 都 很甜 并且 没有 其他 味道 了 只有 窩 蛋 让 我 觉得 好吃 但 窩 蛋 真的 很 普通 在家 我妈 也 经常 可以 弄 给 我 吃 所以 我 觉得 这块 的 窩 蛋 性价比 不高 我 估计 之后 都 很少 来 这里 吃 了 所谓 的 老字号 也 不过如此,一般,一般,一般,520004,2.0,2015,12,4,11,336,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,6,1,0.3333333333333333,positive,joy,6,1,positive,0,1,0,1,4
小曾憎,2015-12-09 16:13:00,sml-str10,平时 总 听说 很旺 一直 没 机会 今天 路过 想 吃 个 番薯 芋头 糖水 服务员 同 我 解释 无 芋头 品种 牌有 红豆 芋头 我 就 问 为什么 不卖 这个 加个 番薯 就 可以 啦 一个 貌似 老板 凶巴巴 出来 说 睇 牌 买 自己 买 什么 都 没想 好 絮叨叨 说 了 我 一顿 今时 今日 的 服务态度 这样 是 仗 自己 生意 好 么 买 了 番薯 糖水 是 煮 久 了 有点 变酸 也 无 心情 食 了,好,很好,差,520004,1.0,2015,12,2,16,212,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
alicebobo,2015-12-05 12:31:00,sml-str10,晚上 打包 个 糖水 宵夜 埋单 平均 块 一个 真心 贵 越来越 不 好吃 了 买 了 三个 凤凰 奶糊 同水 无 分别 超级 希 以前 吃 都 好杰 既 沟 好多 水 啊 边个 煮 架 究竟 双皮奶 人 地仁信 南信 好吃 过 你好 多倍 都 无 咁 贵 又 细份 唯一 无变 就 系 芝麻糊 味道 依然 价钱 咁 高要 对得起 价钱 啊,一般,一般,一般,520004,1.0,2015,12,5,12,201,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
小门口亡是公,2015-11-08 09:17:00,sml-str20,这家 百花 甜品 创业 于家 据说 有 一二百 种 甜品 看餐 单 都 眼花缭乱 每种 甜品 有 特定 编码 埋单 时要 报 编号 报错 不 退点 了 绿茶 奶糊 和 红豆 薏米 雪糕 杯 说实话 感觉 一般 相隔 不远 的 达 杨 原味 炖品 传闻中 广州 最 好吃 的 炖品 来回 都 是 排队 等 座 的 长队 终究 因为 等 不了 太久 而 放弃 下次 有人 到 羊城 来 不妨 尝试 下 这家 炖品 哦 再 告诉 我 是否 实至名归,一般,一般,一般,520004,2.0,2015,11,6,9,231,0.0,0.0,0.2,0.0,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,0,1,0,4
vanco19,2015-10-08 01:33:00,sml-str20,作为 地道 广州 人 我 想 讲 百花 根本 唔 可以 代表 广式 甜品 广州 最 正宗 甜品 仲系 要 去 南信,一般,一般,一般,520004,2.0,2015,10,3,1,39,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
Littlesherrylin,2015-09-12 10:40:00,sml-str20,呃 这个 甜品店 真的 不如 隔壁 的 玫瑰 甜品 啊 太 甜 了 完全 甜得 喝 不下 慕名而来 结果 有点 失望 吧,一般,一般,一般,520004,2.0,2015,9,5,10,46,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
青春阿米糕,2015-09-08 13:24:00,sml-str20,广州 有名 的 糖水 店 原来 就 在 达 杨 一条街 上 之前 去过 达 杨好 多次 都 没 去 这次 去 特别 去 尝 排队 分钟 服务 小姐 铁板 脸 东东 是 便宜 的 均价 左右 东西 呢 足料 味道 嘛 中 上 确实 没有 特别 好吃 所以 顺道 可以 特别 去 感觉 好 废 柴 啊 羊城 地铁 农讲 所 站 出 站 走 分钟 左右 可达 哦,好,一般,一般,520004,2.0,2015,9,1,13,203,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
马小飞_2364,2015-08-14 12:12:00,sml-str10,如果 隔壁 玫瑰 甜品店 开 的话 可以 考虑 去 那边 吃 不管 是 味道 还是 服务 都 会 好 一点 吧 我 经常 带 外地 朋友 来 文明 路 吃 甜品 和 达 杨 炖品 百花 的 服务 真的 不 怎样,好,好,差,520004,1.0,2015,8,4,12,70,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
律子1991,2015-08-06 12:46:00,sml-str10,不 喜欢 这个 味道 还是 觉得 玫瑰 比较 好 服务态度 超级 差 收拾 台面 的 大妈 跟 赶人 一样 不再 去 了 什么 百样 产品 就是 几种 基础 的 甜品 各种 混合 跟 吃 泔水 一样,差,差,差,520004,1.0,2015,8,3,12,72,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
捞虎捞鼠,2015-07-16 23:35:00,sml-str20,品种 很 很 很多 大概 有 多种产品 的 甜品 牛 逼 吧 我 本来 想 去 玫瑰 甜品 的 看 这里 人 他 么 的 太 多 了 就 在 这里 停 了 下来 点 了 那个 什么 糊热 的 还有 黑芝麻糊 哎 口味 就 一个 甜字 腻 都 有 不 起全 一个 甜 啊 不 喜欢 我来 不是 为了 吃 白糖 呀 还 说 有 多年 的 历史 啦 真心 不 喜欢 的 没有 那个 什么 台湾 甜品 好吃 制作 倒 是 很快 基本 都 是 成品 咬 出来 就 可以 吃 了 基本 都 是 老妈子 在 制作 价格 很 便宜 基本 都 是 在 块 左右 一碗,一般,差,差,520004,2.0,2015,7,3,23,256,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,9,1,0.7777777777777777,positive,joy,9,1,positive,0,0,0,1,8
love1314334499,2015-07-11 10:10:00,sml-str20,我能 说 很 难吃 吗 都 是 糖 还是 南信 的 好吃,一般,一般,一般,520004,2.0,2015,7,5,10,19,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
奔兔2008,2015-01-19 20:06:00,sml-str20,据说 二十多年 的 店 看起来 很 简陋 很 像 十年 的 粤语 长片 里 小店 在 十字路口 的 头上 服务 也 不 咋 地店 里面 贴 的 要求 好多 对 这边 的 感觉 像 到 了 上海 的 小 馆子 老板 真的 很 拽 让 我 感觉 进 了 黑店 点 了 两份 甜品 绿豆沙 有点 糊掉 啦 双皮奶 太甜 我 和 朋友 正好 去 的 时候 都 牙龈 肿痛 吃 完 了 心情 也 不好 了 貌似 这边 口碑 不错 很多 老街坊 来次 吃 貌似 也 习惯 了 店家 的 高冷,一般,一般,差,520004,2.0,2015,1,0,20,250,0.0,0.0,0.0,0.25,0.75,4,1,0.5,positive,joy,4,1,positive,0,0,0,1,3
gfhkkp,2015-01-15 05:50:00,sml-str20,普通 流水 線 糖水 唔 好 食 隔離 玫瑰 甜品 好食 啲,一般,一般,一般,520004,2.0,2015,1,3,5,22,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
sammi_格格,2015-01-08 17:52:00,sml-str10,双皮奶 的 味道 简直 是 太 难吃 了 啊 还 那么 多人 排队 不 明白 双皮奶 应该 是 白色 的 他 那里 居然 是 黄色 的 去 完 百花 又 去 了 顺德 大良 吃 双皮奶 那才 叫 正宗 好吃 旁边 的 玫瑰 都 好吃 很多 反正 去过 一次 以后 绝对 不会 再 去 第二次 的,差,差,差,520004,1.0,2015,1,3,17,168,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
s_u_n_c,2015-01-07 16:49:00,sml-str20,文明 路 这间 百花 甜品店 算系 几 出名 而且 系 老字号 来 吃 过 几次 不过 前排 就 元旦 期间 去 吃 好 恐怖 好似 要 抢 位置 禁先 霸到 一个 位仲要 排条 长长的 队才 到 自己 买野 甜品 都 可以 价钱 都 合适 五贵 比较 喜欢 距 既 双皮奶 芝麻糊 炖奶 环境 就 一般 啦 上 既 速度 很快 不过 元旦 期间 去 五 知系 咪 因为 多人 热 芝麻糊 上 到来 都 冻 了 所以 下次 都 不会 选择 节假日 来 味道 都 无禁 好吃 咯,一般,一般,一般,520004,2.0,2015,1,2,16,234,0.14285714285714285,0.0,0.14285714285714285,0.0,0.7142857142857143,7,1,0.4285714285714286,positive,joy,7,1,positive,1,0,1,0,5
第四晚心晴,2014-12-01 20:07:00,sml-str20,细细 间 既 糖水 铺 在 转弯 位置 出品 一般 啦 无 乜 特别,一般,一般,一般,520004,2.0,2014,12,0,20,24,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
喜欢鱼的水草,2014-11-26 04:52:00,sml-str20,这家 店 挺 知名 地方 也好 就 在 文明 路 路口 店面 大 不过 我来 了 几次 试 过 各种 出品 实在 是 爱 不 起来 它家 给 我 最 强烈 的 印象 就是 甜甜 甜超 甜腻腻 腻 好 腻 冷 的 热 的 通通 吃 不 下去 最 奇葩 的 在于 不知 它家 接待 过 多少 奇葩 顾客 墙上 菜单 上 银柜 上 到处 告示 本店 出品 全在 菜单 上 不要 点 菜单 没有 的 不要 自行 想象 再 叫 店员 给 你 做 由于 态度 太 霸气 是否 有 不外借 卫生间 我 忘记 了 还是 喜欢 离 它 不远 的 玫瑰 更 多,一般,好,一般,520004,2.0,2014,11,2,4,249,0.0,0.0,0.0,0.0,1.0,5,1,1.0,positive,joy,5,1,positive,0,0,0,0,5
winsycen,2014-11-24 08:24:00,sml-str20,在 马路边 很 好找 甜品 还 可以 没有 太 大 惊喜,好,一般,一般,520004,2.0,2014,11,0,8,19,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
公仔纸GTR,2014-11-19 09:58:00,sml-str20,老店 真的 不 代表 好 实在 不 好吃 太甜 啦,一般,一般,一般,520004,2.0,2014,11,2,9,21,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
samlay,2014-11-08 08:13:00,sml-str20,不 好吃 啊 吃 得 都 是 回忆 可是 对 吃货 来说 回忆 不 顶事 自己 煮 的 真心 比 它 的 好吃 不知 跟风 狗们 装 什么 逼 每次 有 不住 这边 的 朋友 叫 我 带 她们 去 吃 这个 都 被 我 阻止 拯救 了,一般,一般,一般,520004,2.0,2014,11,5,8,78,0.0,0.25,0.0,0.0,0.75,4,1,0.5,positive,joy,4,1,positive,0,1,0,0,3
猫头amida,2014-10-12 20:48:00,sml-str20,这个 秋天 要 了 碗 绿豆 海带 加眉豆 甜品 之中 口味 真心 甜 很 怀念 以前 现在 物价 高涨 了,好,一般,一般,520004,2.0,2014,10,6,20,39,0.0,0.0,0.0,0.0,1.0,4,1,1.0,positive,joy,4,1,positive,0,0,0,0,4
有只小飞飞,2014-10-07 09:28:00,sml-str20,太甜 环境 极差 个人 不怎么 喜欢 但 人 很多 很旺,差,差,一般,520004,2.0,2014,10,1,9,22,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
HOOOXOOOH,2014-09-09 16:59:00,sml-str20,老字号 但 我 真系 唔 中意 吃 始终 系 玫瑰 甜品 好 可能 我 自己 唔 中意 吃 咩 糊 觉得 卫生 有 差 咯,一般,一般,一般,520004,2.0,2014,9,1,16,46,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
谷芽,2014-09-07 11:54:00,sml-str20,真心 失望 了 是 朋友 特意 带我去 的 说 这家 特别 有名 我 是 特别 爱 吃 甜品 的 点 了 个 凤凰 奶糊 和 双皮奶 结果 双皮奶 好 糟糕 奶味 都 没有 特别 老 还 不如 我 自己 做 的 凤凰 奶糊 还行 就是 有点 腻 没 吃 完 环境 也 很 普通 就是 街边 小店 没有 装修 大家 凑 桌子 坐 那种,一般,一般,一般,520004,2.0,2014,9,6,11,184,0.0,0.0,0.0,0.4,0.6,5,1,0.19999999999999996,positive,joy,5,1,positive,0,0,0,2,3
qinqin8g,2014-08-09 03:43:00,sml-str20,其实 很 一般 觉得 没有 什么 非吃不可 的 特色 甜品,一般,一般,一般,520004,2.0,2014,8,5,3,30,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
ttvv,2014-08-09 00:23:00,sml-str10,真 不 明白 为什么 这么 多人会 喜欢 到 这里 吃 甜品 就 因为 老字号 吗 其实 出品 非常 一般 而且 态度 极其 恶劣 差评 差评 差评,一般,一般,差,520004,1.0,2014,8,5,0,54,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,1,0,0,0,2
喵叽喵叽韩大猫m_M,2014-08-06 22:12:00,sml-str10,这辈子 没吃过 这么 难吃 的 甜品 请问 除了 糖水 还有 什么 吗 甜 到 让 人 想 吐 还 超级 长 的 队 而且 没 位置 坐 是 我 口味 有 问题,差,差,差,520004,1.0,2014,8,2,22,63,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
lam7lam,2014-08-01 17:34:00,sml-str20,一般 其实 广州 的 大街小巷 很多 糖水 比 它 家 的 好吃 的 不少 旁边 的 玫瑰 糖水 都 比 它 强点 奶糊 确实 是 不错 的,好,一般,一般,520004,2.0,2014,8,4,17,47,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
馋猫儿星星,2014-07-01 10:54:00,sml-str20,与 超多 的 选择 选择 困难 的 人 可能 就 郁闷 了 买 的 绿豆 海带 打包 回来 吃 有 陈皮 的 味道 很 喜欢 而且 很 便宜 才 元 至于 服务 一般般 在 一边 点餐 买单 另外 一边 取 里面 有 三四个 人 都 忙不过来 但是 真的 太甜 了 如果 不是 很 吃 甜 的 人 就 几个 人买 一份 尝尝 味道 就 好 了,好,一般,一般,520004,2.0,2014,7,1,10,186,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
dpuser_80446003546,2014-06-25 16:46:00,sml-str20,一碗 西米露 一份 汤圆 要么 太淡 要么 太甜 作为 一个 糖水 爱好者 其实 我 觉得 一般般,一般,一般,差,520004,2.0,2014,6,2,16,38,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
歪文,2014-06-18 15:26:00,sml-str20,就 住 在 附近 经常 来 吃 的 但是 感觉 玫瑰 好吃 好多 但 这里 不 知道 为什么 那么 多人 就是 我 感觉 现在 一般般 了 以前 还好 现在 附近 开 了 好多 相比 这里 也 是 一般般,一般,一般,好,520004,2.0,2014,6,2,15,72,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
